,variable,value
10043,SeniorCitizen,0.0
10044,SeniorCitizen,1.0
10045,SeniorCitizen,0.0
10046,SeniorCitizen,0.0
10047,SeniorCitizen,0.0
10048,SeniorCitizen,0.0
10049,SeniorCitizen,0.0
10050,SeniorCitizen,0.0
10051,SeniorCitizen,0.0
10052,SeniorCitizen,0.0
10053,SeniorCitizen,0.0
10054,SeniorCitizen,0.0
10055,SeniorCitizen,0.0
10056,SeniorCitizen,0.0
10057,SeniorCitizen,1.0
10058,SeniorCitizen,0.0
10059,SeniorCitizen,0.0
10060,SeniorCitizen,0.0
10061,SeniorCitizen,1.0
10062,SeniorCitizen,0.0
10063,SeniorCitizen,0.0
10064,SeniorCitizen,1.0
10065,SeniorCitizen,1.0
10066,SeniorCitizen,0.0
10067,SeniorCitizen,0.0
10068,SeniorCitizen,0.0
10069,SeniorCitizen,1.0
10070,SeniorCitizen,0.0
10071,SeniorCitizen,0.0
10072,SeniorCitizen,0.0
10073,SeniorCitizen,0.0
10074,SeniorCitizen,0.0
10075,SeniorCitizen,0.0
10076,SeniorCitizen,0.0
10077,SeniorCitizen,0.0
10078,SeniorCitizen,0.0
10079,SeniorCitizen,0.0
10080,SeniorCitizen,0.0
10081,SeniorCitizen,0.0
10082,SeniorCitizen,0.0
10083,SeniorCitizen,0.0
10084,SeniorCitizen,0.0
10085,SeniorCitizen,0.0
10086,SeniorCitizen,0.0
10087,SeniorCitizen,1.0
10088,SeniorCitizen,1.0
10089,SeniorCitizen,0.0
10090,SeniorCitizen,0.0
10091,SeniorCitizen,0.0
10092,SeniorCitizen,0.0
10093,SeniorCitizen,0.0
10094,SeniorCitizen,0.0
10095,SeniorCitizen,0.0
10096,SeniorCitizen,0.0
10097,SeniorCitizen,0.0
10098,SeniorCitizen,0.0
10099,SeniorCitizen,0.0
10100,SeniorCitizen,0.0
10101,SeniorCitizen,0.0
10102,SeniorCitizen,0.0
10103,SeniorCitizen,0.0
10104,SeniorCitizen,1.0
10105,SeniorCitizen,0.0
10106,SeniorCitizen,0.0
10107,SeniorCitizen,0.0
10108,SeniorCitizen,0.0
10109,SeniorCitizen,0.0
10110,SeniorCitizen,0.0
10111,SeniorCitizen,0.0
10112,SeniorCitizen,0.0
10113,SeniorCitizen,0.0
10114,SeniorCitizen,0.0
10115,SeniorCitizen,0.0
10116,SeniorCitizen,0.0
10117,SeniorCitizen,0.0
10118,SeniorCitizen,0.0
10119,SeniorCitizen,0.0
10120,SeniorCitizen,0.0
10121,SeniorCitizen,0.0
10122,SeniorCitizen,0.0
10123,SeniorCitizen,0.0
10124,SeniorCitizen,1.0
10125,SeniorCitizen,0.0
10126,SeniorCitizen,0.0
10127,SeniorCitizen,0.0
10128,SeniorCitizen,0.0
10129,SeniorCitizen,1.0
10130,SeniorCitizen,1.0
10131,SeniorCitizen,0.0
10132,SeniorCitizen,0.0
10133,SeniorCitizen,0.0
10134,SeniorCitizen,0.0
10135,SeniorCitizen,0.0
10136,SeniorCitizen,0.0
10137,SeniorCitizen,0.0
10138,SeniorCitizen,0.0
10139,SeniorCitizen,0.0
10140,SeniorCitizen,0.0
10141,SeniorCitizen,0.0
10142,SeniorCitizen,1.0
10143,SeniorCitizen,1.0
10144,SeniorCitizen,0.0
10145,SeniorCitizen,1.0
10146,SeniorCitizen,0.0
10147,SeniorCitizen,1.0
10148,SeniorCitizen,1.0
10149,SeniorCitizen,0.0
10150,SeniorCitizen,0.0
10151,SeniorCitizen,0.0
10152,SeniorCitizen,0.0
10153,SeniorCitizen,0.0
10154,SeniorCitizen,0.0
10155,SeniorCitizen,0.0
10156,SeniorCitizen,0.0
10157,SeniorCitizen,1.0
10158,SeniorCitizen,0.0
10159,SeniorCitizen,0.0
10160,SeniorCitizen,0.0
10161,SeniorCitizen,1.0
10162,SeniorCitizen,0.0
10163,SeniorCitizen,0.0
10164,SeniorCitizen,0.0
10165,SeniorCitizen,0.0
10166,SeniorCitizen,0.0
10167,SeniorCitizen,1.0
10168,SeniorCitizen,0.0
10169,SeniorCitizen,0.0
10170,SeniorCitizen,0.0
10171,SeniorCitizen,0.0
10172,SeniorCitizen,0.0
10173,SeniorCitizen,0.0
10174,SeniorCitizen,0.0
10175,SeniorCitizen,0.0
10176,SeniorCitizen,0.0
10177,SeniorCitizen,0.0
10178,SeniorCitizen,0.0
10179,SeniorCitizen,0.0
10180,SeniorCitizen,1.0
10181,SeniorCitizen,0.0
10182,SeniorCitizen,0.0
10183,SeniorCitizen,0.0
10184,SeniorCitizen,0.0
10185,SeniorCitizen,1.0
10186,SeniorCitizen,0.0
10187,SeniorCitizen,0.0
10188,SeniorCitizen,0.0
10189,SeniorCitizen,1.0
10190,SeniorCitizen,0.0
10191,SeniorCitizen,0.0
10192,SeniorCitizen,0.0
10193,SeniorCitizen,0.0
10194,SeniorCitizen,0.0
10195,SeniorCitizen,0.0
10196,SeniorCitizen,0.0
10197,SeniorCitizen,0.0
10198,SeniorCitizen,0.0
10199,SeniorCitizen,0.0
10200,SeniorCitizen,0.0
10201,SeniorCitizen,1.0
10202,SeniorCitizen,0.0
10203,SeniorCitizen,0.0
10204,SeniorCitizen,0.0
10205,SeniorCitizen,0.0
10206,SeniorCitizen,0.0
10207,SeniorCitizen,0.0
10208,SeniorCitizen,0.0
10209,SeniorCitizen,1.0
10210,SeniorCitizen,0.0
10211,SeniorCitizen,1.0
10212,SeniorCitizen,0.0
10213,SeniorCitizen,0.0
10214,SeniorCitizen,0.0
10215,SeniorCitizen,0.0
10216,SeniorCitizen,0.0
10217,SeniorCitizen,1.0
10218,SeniorCitizen,0.0
10219,SeniorCitizen,0.0
10220,SeniorCitizen,1.0
10221,SeniorCitizen,0.0
10222,SeniorCitizen,0.0
10223,SeniorCitizen,0.0
10224,SeniorCitizen,0.0
10225,SeniorCitizen,0.0
10226,SeniorCitizen,0.0
10227,SeniorCitizen,0.0
10228,SeniorCitizen,0.0
10229,SeniorCitizen,0.0
10230,SeniorCitizen,0.0
10231,SeniorCitizen,0.0
10232,SeniorCitizen,0.0
10233,SeniorCitizen,0.0
10234,SeniorCitizen,0.0
10235,SeniorCitizen,0.0
10236,SeniorCitizen,0.0
10237,SeniorCitizen,0.0
10238,SeniorCitizen,0.0
10239,SeniorCitizen,0.0
10240,SeniorCitizen,1.0
10241,SeniorCitizen,0.0
10242,SeniorCitizen,0.0
10243,SeniorCitizen,0.0
10244,SeniorCitizen,0.0
10245,SeniorCitizen,0.0
10246,SeniorCitizen,0.0
10247,SeniorCitizen,0.0
10248,SeniorCitizen,0.0
10249,SeniorCitizen,0.0
10250,SeniorCitizen,0.0
10251,SeniorCitizen,0.0
10252,SeniorCitizen,0.0
10253,SeniorCitizen,0.0
10254,SeniorCitizen,0.0
10255,SeniorCitizen,0.0
10256,SeniorCitizen,0.0
10257,SeniorCitizen,0.0
10258,SeniorCitizen,0.0
10259,SeniorCitizen,1.0
10260,SeniorCitizen,0.0
10261,SeniorCitizen,0.0
10262,SeniorCitizen,0.0
10263,SeniorCitizen,0.0
10264,SeniorCitizen,0.0
10265,SeniorCitizen,0.0
10266,SeniorCitizen,0.0
10267,SeniorCitizen,0.0
10268,SeniorCitizen,0.0
10269,SeniorCitizen,0.0
10270,SeniorCitizen,0.0
10271,SeniorCitizen,0.0
10272,SeniorCitizen,0.0
10273,SeniorCitizen,0.0
10274,SeniorCitizen,1.0
10275,SeniorCitizen,0.0
10276,SeniorCitizen,0.0
10277,SeniorCitizen,1.0
10278,SeniorCitizen,0.0
10279,SeniorCitizen,0.0
10280,SeniorCitizen,1.0
10281,SeniorCitizen,1.0
10282,SeniorCitizen,0.0
10283,SeniorCitizen,0.0
10284,SeniorCitizen,0.0
10285,SeniorCitizen,0.0
10286,SeniorCitizen,0.0
10287,SeniorCitizen,0.0
10288,SeniorCitizen,0.0
10289,SeniorCitizen,0.0
10290,SeniorCitizen,0.0
10291,SeniorCitizen,0.0
10292,SeniorCitizen,0.0
10293,SeniorCitizen,0.0
10294,SeniorCitizen,0.0
10295,SeniorCitizen,0.0
10296,SeniorCitizen,0.0
10297,SeniorCitizen,1.0
10298,SeniorCitizen,0.0
10299,SeniorCitizen,0.0
10300,SeniorCitizen,0.0
10301,SeniorCitizen,0.0
10302,SeniorCitizen,0.0
10303,SeniorCitizen,0.0
10304,SeniorCitizen,0.0
10305,SeniorCitizen,0.0
10306,SeniorCitizen,0.0
10307,SeniorCitizen,0.0
10308,SeniorCitizen,0.0
10309,SeniorCitizen,0.0
10310,SeniorCitizen,0.0
10311,SeniorCitizen,0.0
10312,SeniorCitizen,1.0
10313,SeniorCitizen,0.0
10314,SeniorCitizen,0.0
10315,SeniorCitizen,0.0
10316,SeniorCitizen,0.0
10317,SeniorCitizen,0.0
10318,SeniorCitizen,0.0
10319,SeniorCitizen,0.0
10320,SeniorCitizen,0.0
10321,SeniorCitizen,0.0
10322,SeniorCitizen,0.0
10323,SeniorCitizen,0.0
10324,SeniorCitizen,0.0
10325,SeniorCitizen,0.0
10326,SeniorCitizen,0.0
10327,SeniorCitizen,1.0
10328,SeniorCitizen,0.0
10329,SeniorCitizen,0.0
10330,SeniorCitizen,1.0
10331,SeniorCitizen,1.0
10332,SeniorCitizen,0.0
10333,SeniorCitizen,0.0
10334,SeniorCitizen,0.0
10335,SeniorCitizen,0.0
10336,SeniorCitizen,1.0
10337,SeniorCitizen,0.0
10338,SeniorCitizen,0.0
10339,SeniorCitizen,0.0
10340,SeniorCitizen,0.0
10341,SeniorCitizen,1.0
10342,SeniorCitizen,0.0
10343,SeniorCitizen,0.0
10344,SeniorCitizen,0.0
10345,SeniorCitizen,0.0
10346,SeniorCitizen,1.0
10347,SeniorCitizen,0.0
10348,SeniorCitizen,1.0
10349,SeniorCitizen,0.0
10350,SeniorCitizen,0.0
10351,SeniorCitizen,0.0
10352,SeniorCitizen,1.0
10353,SeniorCitizen,0.0
10354,SeniorCitizen,0.0
10355,SeniorCitizen,0.0
10356,SeniorCitizen,1.0
10357,SeniorCitizen,0.0
10358,SeniorCitizen,0.0
10359,SeniorCitizen,0.0
10360,SeniorCitizen,0.0
10361,SeniorCitizen,0.0
10362,SeniorCitizen,0.0
10363,SeniorCitizen,0.0
10364,SeniorCitizen,0.0
10365,SeniorCitizen,1.0
10366,SeniorCitizen,1.0
10367,SeniorCitizen,0.0
10368,SeniorCitizen,0.0
10369,SeniorCitizen,0.0
10370,SeniorCitizen,0.0
10371,SeniorCitizen,1.0
10372,SeniorCitizen,0.0
10373,SeniorCitizen,1.0
10374,SeniorCitizen,0.0
10375,SeniorCitizen,0.0
10376,SeniorCitizen,0.0
10377,SeniorCitizen,0.0
10378,SeniorCitizen,0.0
10379,SeniorCitizen,0.0
10380,SeniorCitizen,0.0
10381,SeniorCitizen,0.0
10382,SeniorCitizen,0.0
10383,SeniorCitizen,0.0
10384,SeniorCitizen,0.0
10385,SeniorCitizen,0.0
10386,SeniorCitizen,1.0
10387,SeniorCitizen,0.0
10388,SeniorCitizen,0.0
10389,SeniorCitizen,0.0
10390,SeniorCitizen,0.0
10391,SeniorCitizen,0.0
10392,SeniorCitizen,0.0
10393,SeniorCitizen,0.0
10394,SeniorCitizen,1.0
10395,SeniorCitizen,0.0
10396,SeniorCitizen,0.0
10397,SeniorCitizen,1.0
10398,SeniorCitizen,1.0
10399,SeniorCitizen,1.0
10400,SeniorCitizen,0.0
10401,SeniorCitizen,0.0
10402,SeniorCitizen,0.0
10403,SeniorCitizen,0.0
10404,SeniorCitizen,0.0
10405,SeniorCitizen,1.0
10406,SeniorCitizen,0.0
10407,SeniorCitizen,0.0
10408,SeniorCitizen,0.0
10409,SeniorCitizen,0.0
10410,SeniorCitizen,0.0
10411,SeniorCitizen,0.0
10412,SeniorCitizen,0.0
10413,SeniorCitizen,0.0
10414,SeniorCitizen,0.0
10415,SeniorCitizen,0.0
10416,SeniorCitizen,0.0
10417,SeniorCitizen,0.0
10418,SeniorCitizen,0.0
10419,SeniorCitizen,0.0
10420,SeniorCitizen,0.0
10421,SeniorCitizen,0.0
10422,SeniorCitizen,0.0
10423,SeniorCitizen,0.0
10424,SeniorCitizen,0.0
10425,SeniorCitizen,0.0
10426,SeniorCitizen,0.0
10427,SeniorCitizen,0.0
10428,SeniorCitizen,0.0
10429,SeniorCitizen,0.0
10430,SeniorCitizen,0.0
10431,SeniorCitizen,0.0
10432,SeniorCitizen,1.0
10433,SeniorCitizen,0.0
10434,SeniorCitizen,1.0
10435,SeniorCitizen,0.0
10436,SeniorCitizen,1.0
10437,SeniorCitizen,0.0
10438,SeniorCitizen,0.0
10439,SeniorCitizen,0.0
10440,SeniorCitizen,0.0
10441,SeniorCitizen,0.0
10442,SeniorCitizen,0.0
10443,SeniorCitizen,0.0
10444,SeniorCitizen,0.0
10445,SeniorCitizen,0.0
10446,SeniorCitizen,0.0
10447,SeniorCitizen,0.0
10448,SeniorCitizen,0.0
10449,SeniorCitizen,0.0
10450,SeniorCitizen,0.0
10451,SeniorCitizen,0.0
10452,SeniorCitizen,0.0
10453,SeniorCitizen,1.0
10454,SeniorCitizen,0.0
10455,SeniorCitizen,0.0
10456,SeniorCitizen,0.0
10457,SeniorCitizen,0.0
10458,SeniorCitizen,0.0
10459,SeniorCitizen,0.0
10460,SeniorCitizen,0.0
10461,SeniorCitizen,0.0
10462,SeniorCitizen,0.0
10463,SeniorCitizen,0.0
10464,SeniorCitizen,1.0
10465,SeniorCitizen,0.0
10466,SeniorCitizen,0.0
10467,SeniorCitizen,0.0
10468,SeniorCitizen,1.0
10469,SeniorCitizen,0.0
10470,SeniorCitizen,0.0
10471,SeniorCitizen,0.0
10472,SeniorCitizen,0.0
10473,SeniorCitizen,0.0
10474,SeniorCitizen,0.0
10475,SeniorCitizen,1.0
10476,SeniorCitizen,1.0
10477,SeniorCitizen,0.0
10478,SeniorCitizen,0.0
10479,SeniorCitizen,1.0
10480,SeniorCitizen,0.0
10481,SeniorCitizen,0.0
10482,SeniorCitizen,0.0
10483,SeniorCitizen,0.0
10484,SeniorCitizen,0.0
10485,SeniorCitizen,0.0
10486,SeniorCitizen,0.0
10487,SeniorCitizen,0.0
10488,SeniorCitizen,0.0
10489,SeniorCitizen,0.0
10490,SeniorCitizen,0.0
10491,SeniorCitizen,0.0
10492,SeniorCitizen,1.0
10493,SeniorCitizen,0.0
10494,SeniorCitizen,1.0
10495,SeniorCitizen,0.0
10496,SeniorCitizen,0.0
10497,SeniorCitizen,1.0
10498,SeniorCitizen,0.0
10499,SeniorCitizen,1.0
10500,SeniorCitizen,0.0
10501,SeniorCitizen,1.0
10502,SeniorCitizen,0.0
10503,SeniorCitizen,0.0
10504,SeniorCitizen,0.0
10505,SeniorCitizen,0.0
10506,SeniorCitizen,0.0
10507,SeniorCitizen,0.0
10508,SeniorCitizen,0.0
10509,SeniorCitizen,1.0
10510,SeniorCitizen,0.0
10511,SeniorCitizen,0.0
10512,SeniorCitizen,0.0
10513,SeniorCitizen,0.0
10514,SeniorCitizen,0.0
10515,SeniorCitizen,0.0
10516,SeniorCitizen,0.0
10517,SeniorCitizen,0.0
10518,SeniorCitizen,0.0
10519,SeniorCitizen,0.0
10520,SeniorCitizen,1.0
10521,SeniorCitizen,0.0
10522,SeniorCitizen,1.0
10523,SeniorCitizen,0.0
10524,SeniorCitizen,0.0
10525,SeniorCitizen,0.0
10526,SeniorCitizen,0.0
10527,SeniorCitizen,0.0
10528,SeniorCitizen,0.0
10529,SeniorCitizen,0.0
10530,SeniorCitizen,0.0
10531,SeniorCitizen,0.0
10532,SeniorCitizen,0.0
10533,SeniorCitizen,0.0
10534,SeniorCitizen,0.0
10535,SeniorCitizen,0.0
10536,SeniorCitizen,0.0
10537,SeniorCitizen,1.0
10538,SeniorCitizen,0.0
10539,SeniorCitizen,0.0
10540,SeniorCitizen,0.0
10541,SeniorCitizen,0.0
10542,SeniorCitizen,0.0
10543,SeniorCitizen,0.0
10544,SeniorCitizen,1.0
10545,SeniorCitizen,0.0
10546,SeniorCitizen,0.0
10547,SeniorCitizen,0.0
10548,SeniorCitizen,0.0
10549,SeniorCitizen,1.0
10550,SeniorCitizen,1.0
10551,SeniorCitizen,1.0
10552,SeniorCitizen,0.0
10553,SeniorCitizen,0.0
10554,SeniorCitizen,1.0
10555,SeniorCitizen,0.0
10556,SeniorCitizen,0.0
10557,SeniorCitizen,0.0
10558,SeniorCitizen,0.0
10559,SeniorCitizen,0.0
10560,SeniorCitizen,0.0
10561,SeniorCitizen,0.0
10562,SeniorCitizen,0.0
10563,SeniorCitizen,0.0
10564,SeniorCitizen,0.0
10565,SeniorCitizen,0.0
10566,SeniorCitizen,0.0
10567,SeniorCitizen,0.0
10568,SeniorCitizen,0.0
10569,SeniorCitizen,0.0
10570,SeniorCitizen,0.0
10571,SeniorCitizen,0.0
10572,SeniorCitizen,1.0
10573,SeniorCitizen,0.0
10574,SeniorCitizen,0.0
10575,SeniorCitizen,0.0
10576,SeniorCitizen,0.0
10577,SeniorCitizen,0.0
10578,SeniorCitizen,0.0
10579,SeniorCitizen,0.0
10580,SeniorCitizen,0.0
10581,SeniorCitizen,0.0
10582,SeniorCitizen,1.0
10583,SeniorCitizen,0.0
10584,SeniorCitizen,0.0
10585,SeniorCitizen,0.0
10586,SeniorCitizen,0.0
10587,SeniorCitizen,1.0
10588,SeniorCitizen,1.0
10589,SeniorCitizen,0.0
10590,SeniorCitizen,0.0
10591,SeniorCitizen,0.0
10592,SeniorCitizen,0.0
10593,SeniorCitizen,0.0
10594,SeniorCitizen,0.0
10595,SeniorCitizen,0.0
10596,SeniorCitizen,0.0
10597,SeniorCitizen,1.0
10598,SeniorCitizen,0.0
10599,SeniorCitizen,0.0
10600,SeniorCitizen,0.0
10601,SeniorCitizen,0.0
10602,SeniorCitizen,0.0
10603,SeniorCitizen,0.0
10604,SeniorCitizen,0.0
10605,SeniorCitizen,0.0
10606,SeniorCitizen,0.0
10607,SeniorCitizen,0.0
10608,SeniorCitizen,0.0
10609,SeniorCitizen,0.0
10610,SeniorCitizen,1.0
10611,SeniorCitizen,0.0
10612,SeniorCitizen,1.0
10613,SeniorCitizen,0.0
10614,SeniorCitizen,0.0
10615,SeniorCitizen,0.0
10616,SeniorCitizen,0.0
10617,SeniorCitizen,0.0
10618,SeniorCitizen,0.0
10619,SeniorCitizen,0.0
10620,SeniorCitizen,1.0
10621,SeniorCitizen,0.0
10622,SeniorCitizen,0.0
10623,SeniorCitizen,1.0
10624,SeniorCitizen,0.0
10625,SeniorCitizen,1.0
10626,SeniorCitizen,0.0
10627,SeniorCitizen,0.0
10628,SeniorCitizen,0.0
10629,SeniorCitizen,0.0
10630,SeniorCitizen,0.0
10631,SeniorCitizen,0.0
10632,SeniorCitizen,0.0
10633,SeniorCitizen,0.0
10634,SeniorCitizen,0.0
10635,SeniorCitizen,0.0
10636,SeniorCitizen,0.0
10637,SeniorCitizen,0.0
10638,SeniorCitizen,1.0
10639,SeniorCitizen,0.0
10640,SeniorCitizen,1.0
10641,SeniorCitizen,1.0
10642,SeniorCitizen,1.0
10643,SeniorCitizen,0.0
10644,SeniorCitizen,0.0
10645,SeniorCitizen,1.0
10646,SeniorCitizen,0.0
10647,SeniorCitizen,0.0
10648,SeniorCitizen,1.0
10649,SeniorCitizen,1.0
10650,SeniorCitizen,0.0
10651,SeniorCitizen,0.0
10652,SeniorCitizen,0.0
10653,SeniorCitizen,0.0
10654,SeniorCitizen,0.0
10655,SeniorCitizen,0.0
10656,SeniorCitizen,1.0
10657,SeniorCitizen,0.0
10658,SeniorCitizen,1.0
10659,SeniorCitizen,1.0
10660,SeniorCitizen,0.0
10661,SeniorCitizen,0.0
10662,SeniorCitizen,0.0
10663,SeniorCitizen,1.0
10664,SeniorCitizen,1.0
10665,SeniorCitizen,1.0
10666,SeniorCitizen,0.0
10667,SeniorCitizen,1.0
10668,SeniorCitizen,0.0
10669,SeniorCitizen,0.0
10670,SeniorCitizen,0.0
10671,SeniorCitizen,0.0
10672,SeniorCitizen,1.0
10673,SeniorCitizen,0.0
10674,SeniorCitizen,0.0
10675,SeniorCitizen,1.0
10676,SeniorCitizen,1.0
10677,SeniorCitizen,1.0
10678,SeniorCitizen,0.0
10679,SeniorCitizen,0.0
10680,SeniorCitizen,0.0
10681,SeniorCitizen,1.0
10682,SeniorCitizen,0.0
10683,SeniorCitizen,0.0
10684,SeniorCitizen,0.0
10685,SeniorCitizen,0.0
10686,SeniorCitizen,0.0
10687,SeniorCitizen,0.0
10688,SeniorCitizen,0.0
10689,SeniorCitizen,0.0
10690,SeniorCitizen,0.0
10691,SeniorCitizen,0.0
10692,SeniorCitizen,1.0
10693,SeniorCitizen,0.0
10694,SeniorCitizen,0.0
10695,SeniorCitizen,0.0
10696,SeniorCitizen,0.0
10697,SeniorCitizen,0.0
10698,SeniorCitizen,0.0
10699,SeniorCitizen,0.0
10700,SeniorCitizen,0.0
10701,SeniorCitizen,0.0
10702,SeniorCitizen,0.0
10703,SeniorCitizen,0.0
10704,SeniorCitizen,0.0
10705,SeniorCitizen,0.0
10706,SeniorCitizen,1.0
10707,SeniorCitizen,0.0
10708,SeniorCitizen,0.0
10709,SeniorCitizen,0.0
10710,SeniorCitizen,0.0
10711,SeniorCitizen,0.0
10712,SeniorCitizen,0.0
10713,SeniorCitizen,0.0
10714,SeniorCitizen,1.0
10715,SeniorCitizen,0.0
10716,SeniorCitizen,0.0
10717,SeniorCitizen,0.0
10718,SeniorCitizen,0.0
10719,SeniorCitizen,0.0
10720,SeniorCitizen,0.0
10721,SeniorCitizen,0.0
10722,SeniorCitizen,0.0
10723,SeniorCitizen,0.0
10724,SeniorCitizen,0.0
10725,SeniorCitizen,0.0
10726,SeniorCitizen,0.0
10727,SeniorCitizen,1.0
10728,SeniorCitizen,0.0
10729,SeniorCitizen,0.0
10730,SeniorCitizen,0.0
10731,SeniorCitizen,0.0
10732,SeniorCitizen,0.0
10733,SeniorCitizen,0.0
10734,SeniorCitizen,0.0
10735,SeniorCitizen,0.0
10736,SeniorCitizen,0.0
10737,SeniorCitizen,0.0
10738,SeniorCitizen,1.0
10739,SeniorCitizen,0.0
10740,SeniorCitizen,1.0
10741,SeniorCitizen,0.0
10742,SeniorCitizen,0.0
10743,SeniorCitizen,0.0
10744,SeniorCitizen,0.0
10745,SeniorCitizen,0.0
10746,SeniorCitizen,0.0
10747,SeniorCitizen,0.0
10748,SeniorCitizen,0.0
10749,SeniorCitizen,0.0
10750,SeniorCitizen,0.0
10751,SeniorCitizen,0.0
10752,SeniorCitizen,0.0
10753,SeniorCitizen,0.0
10754,SeniorCitizen,0.0
10755,SeniorCitizen,0.0
10756,SeniorCitizen,0.0
10757,SeniorCitizen,0.0
10758,SeniorCitizen,0.0
10759,SeniorCitizen,1.0
10760,SeniorCitizen,0.0
10761,SeniorCitizen,0.0
10762,SeniorCitizen,0.0
10763,SeniorCitizen,0.0
10764,SeniorCitizen,0.0
10765,SeniorCitizen,0.0
10766,SeniorCitizen,0.0
10767,SeniorCitizen,0.0
10768,SeniorCitizen,0.0
10769,SeniorCitizen,0.0
10770,SeniorCitizen,0.0
10771,SeniorCitizen,0.0
10772,SeniorCitizen,0.0
10773,SeniorCitizen,0.0
10774,SeniorCitizen,1.0
10775,SeniorCitizen,1.0
10776,SeniorCitizen,0.0
10777,SeniorCitizen,0.0
10778,SeniorCitizen,0.0
10779,SeniorCitizen,0.0
10780,SeniorCitizen,0.0
10781,SeniorCitizen,0.0
10782,SeniorCitizen,0.0
10783,SeniorCitizen,0.0
10784,SeniorCitizen,0.0
10785,SeniorCitizen,0.0
10786,SeniorCitizen,0.0
10787,SeniorCitizen,0.0
10788,SeniorCitizen,0.0
10789,SeniorCitizen,0.0
10790,SeniorCitizen,0.0
10791,SeniorCitizen,1.0
10792,SeniorCitizen,0.0
10793,SeniorCitizen,0.0
10794,SeniorCitizen,0.0
10795,SeniorCitizen,0.0
10796,SeniorCitizen,0.0
10797,SeniorCitizen,0.0
10798,SeniorCitizen,0.0
10799,SeniorCitizen,1.0
10800,SeniorCitizen,1.0
10801,SeniorCitizen,0.0
10802,SeniorCitizen,0.0
10803,SeniorCitizen,0.0
10804,SeniorCitizen,1.0
10805,SeniorCitizen,0.0
10806,SeniorCitizen,0.0
10807,SeniorCitizen,0.0
10808,SeniorCitizen,0.0
10809,SeniorCitizen,1.0
10810,SeniorCitizen,1.0
10811,SeniorCitizen,0.0
10812,SeniorCitizen,0.0
10813,SeniorCitizen,0.0
10814,SeniorCitizen,0.0
10815,SeniorCitizen,0.0
10816,SeniorCitizen,0.0
10817,SeniorCitizen,1.0
10818,SeniorCitizen,0.0
10819,SeniorCitizen,0.0
10820,SeniorCitizen,0.0
10821,SeniorCitizen,0.0
10822,SeniorCitizen,0.0
10823,SeniorCitizen,0.0
10824,SeniorCitizen,0.0
10825,SeniorCitizen,0.0
10826,SeniorCitizen,1.0
10827,SeniorCitizen,0.0
10828,SeniorCitizen,0.0
10829,SeniorCitizen,0.0
10830,SeniorCitizen,1.0
10831,SeniorCitizen,1.0
10832,SeniorCitizen,0.0
10833,SeniorCitizen,0.0
10834,SeniorCitizen,0.0
10835,SeniorCitizen,0.0
10836,SeniorCitizen,0.0
10837,SeniorCitizen,0.0
10838,SeniorCitizen,0.0
10839,SeniorCitizen,0.0
10840,SeniorCitizen,0.0
10841,SeniorCitizen,1.0
10842,SeniorCitizen,0.0
10843,SeniorCitizen,0.0
10844,SeniorCitizen,0.0
10845,SeniorCitizen,1.0
10846,SeniorCitizen,1.0
10847,SeniorCitizen,0.0
10848,SeniorCitizen,0.0
10849,SeniorCitizen,0.0
10850,SeniorCitizen,0.0
10851,SeniorCitizen,0.0
10852,SeniorCitizen,0.0
10853,SeniorCitizen,1.0
10854,SeniorCitizen,0.0
10855,SeniorCitizen,1.0
10856,SeniorCitizen,0.0
10857,SeniorCitizen,0.0
10858,SeniorCitizen,0.0
10859,SeniorCitizen,0.0
10860,SeniorCitizen,0.0
10861,SeniorCitizen,0.0
10862,SeniorCitizen,0.0
10863,SeniorCitizen,0.0
10864,SeniorCitizen,1.0
10865,SeniorCitizen,1.0
10866,SeniorCitizen,0.0
10867,SeniorCitizen,1.0
10868,SeniorCitizen,0.0
10869,SeniorCitizen,0.0
10870,SeniorCitizen,0.0
10871,SeniorCitizen,0.0
10872,SeniorCitizen,0.0
10873,SeniorCitizen,0.0
10874,SeniorCitizen,0.0
10875,SeniorCitizen,0.0
10876,SeniorCitizen,0.0
10877,SeniorCitizen,0.0
10878,SeniorCitizen,0.0
10879,SeniorCitizen,0.0
10880,SeniorCitizen,0.0
10881,SeniorCitizen,0.0
10882,SeniorCitizen,0.0
10883,SeniorCitizen,0.0
10884,SeniorCitizen,0.0
10885,SeniorCitizen,0.0
10886,SeniorCitizen,0.0
10887,SeniorCitizen,0.0
10888,SeniorCitizen,0.0
10889,SeniorCitizen,0.0
10890,SeniorCitizen,0.0
10891,SeniorCitizen,0.0
10892,SeniorCitizen,0.0
10893,SeniorCitizen,0.0
10894,SeniorCitizen,0.0
10895,SeniorCitizen,0.0
10896,SeniorCitizen,0.0
10897,SeniorCitizen,0.0
10898,SeniorCitizen,0.0
10899,SeniorCitizen,1.0
10900,SeniorCitizen,0.0
10901,SeniorCitizen,0.0
10902,SeniorCitizen,0.0
10903,SeniorCitizen,0.0
10904,SeniorCitizen,0.0
10905,SeniorCitizen,0.0
10906,SeniorCitizen,0.0
10907,SeniorCitizen,0.0
10908,SeniorCitizen,0.0
10909,SeniorCitizen,0.0
10910,SeniorCitizen,1.0
10911,SeniorCitizen,0.0
10912,SeniorCitizen,0.0
10913,SeniorCitizen,0.0
10914,SeniorCitizen,0.0
10915,SeniorCitizen,0.0
10916,SeniorCitizen,0.0
